측정년도,측정월,측정소,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
2017,7,서초구,18,30,0.5,0.033,0.019,0.004
2017,8,서초구,11,21,0.4,0.024,0.019,0.004
2017,9,서초구,17,34,0.5,0.025,0.025,0.005
2017,10,서초구,14,29,0.5,0.018,0.027,0.004
2017,11,서초구,22,46,0.6,0.013,0.031,0.005
2017,12,서초구,35,58,0.7,0.01,0.03,0.005
2018,1,서초구,35,58,0.6,0.013,0.031,0.006
2018,2,서초구,26,54,0.5,0.02,0.028,0.007
2018,3,서초구,37,62,0.5,0.026,0.032,0.004
2018,4,서초구,27,64,0.4,0.033,0.03,0.004
2018,5,서초구,20,43,0.3,0.038,0.025,0.003
2018,6,서초구,23,39,0.3,0.04,0.026,0.004
2018,7,서초구,13,21,0.3,0.027,0.021,0.004
2018,8,서초구,11,21,0.3,0.032,0.019,0.003
2018,9,서초구,8,22,0.3,0.025,0.021,0.003
2018,10,서초구,15,31,0.4,0.016,0.03,0.003
2018,11,서초구,29,56,0.5,0.01,0.038,0.003
2018,12,서초구,19,41,0.4,0.012,0.032,0.004
2019,1,서초구,30,63,0.5,0.012,0.038,0.005
2019,2,서초구,31,54,0.4,0.018,0.036,0.005
2019,3,서초구,48,74,0.4,0.028,0.033,0.004
2019,4,서초구,26,49,0.3,0.027,0.03,0.004
2019,5,서초구,35,62,0.4,0.045,0.027,0.003
2019,6,서초구,25,32,0.3,0.04,0.022,0.004
2019,7,서초구,20,24,0.3,0.033,0.019,0.004
2019,8,서초구,16,23,0.3,0.036,0.022,0.004
2019,9,서초구,11,19,0.3,0.027,0.025,0.003
2019,10,서초구,13,29,0.3,0.025,0.028,0.003
2019,11,서초구,22,47,0.4,0.017,0.038,0.004
2019,12,서초구,30,47,0.5,0.017,0.042,0.003
2020,1,서초구,29,47,0.5,0.019,0.038,0.003
2020,2,서초구,29,48,0.4,0.024,0.034,0.003
2020,3,서초구,29,51,0.3,0.033,0.029,0.003
2020,4,서초구,24,48,0.3,0.045,0.022,0.003
2020,5,서초구,26,42,0.3,0.042,0.021,0.004
2020,6,서초구,18,42,0.3,0.052,0.02,0.003
2020,7,서초구,11,22,0.2,0.036,0.019,0.003
2020,8,서초구,11,21,0.3,0.021,0.016,0.003
2020,9,서초구,8,20,0.3,0.027,0.019,0.003
2020,10,서초구,14,36,0.5,0.022,0.031,0.003
2020,11,서초구,25,45,0.5,0.015,0.035,0.003
2020,12,서초구,27,43,0.5,0.015,0.034,0.004
2021,1,서초구,20,40,0.4,0.015,0.033,0.004
2021,2,서초구,31,52,0.4,0.023,0.031,0.004
2021,3,서초구,38,75,0.4,0.025,0.033,0.003
2021,4,서초구,21,50,0.3,0.037,0.024,0.004
2021,5,서초구,22,69,0.4,0.035,0.022,0.004
2021,6,서초구,17,37,0.4,0.04,0.023,0.004
2021,7,서초구,11,24,0.5,0.037,0.02,0.003
2021,8,서초구,11,19,0.4,0.034,0.018,0.003
2021,9,서초구,5,12,0.4,0.031,0.015,0.002
2021,10,서초구,12,24,0.4,0.023,0.024,0.003
2021,11,서초구,29,44,0.5,0.019,0.032,0.003
2021,12,서초구,23,36,0.5,0.015,0.031,0.003
2016,1,강서구,26,51,0.5,0.012,0.033,0.006
2016,2,강서구,22,48,0.5,0.017,0.031,0.006
2016,3,강서구,29,70,0.5,0.022,0.033,0.006
2016,4,강서구,28,76,0.4,0.027,0.033,0.006
2016,5,강서구,29,59,0.4,0.033,0.026,0.006
2016,6,강서구,30,49,0.4,0.036,0.022,0.006
2016,7,강서구,21,35,0.3,0.022,0.02,0.005
2016,8,강서구,24,39,0.3,0.034,0.023,0.005
2016,9,강서구,24,40,0.4,0.03,0.025,0.006
2016,10,강서구,20,41,0.4,0.018,0.029,0.005
2016,11,강서구,27,53,0.5,0.015,0.034,0.006
2016,12,강서구,29,51,0.6,0.01,0.037,0.006
2017,1,강서구,31,56,0.6,0.015,0.036,0.006
2017,2,강서구,27,49,0.6,0.02,0.007,0.007
2017,3,강서구,36,65,0.6,0.027,0.008,0.008
2017,4,강서구,25,60,0.4,0.04,0.034,0.007
2017,5,강서구,24,71,0.3,0.047,0.028,0.008
2017,6,강서구,22,44,0.3,0.045,0.024,0.007
2017,7,강서구,21,36,0.4,0.033,0.024,0.007
2017,8,강서구,13,25,0.4,0.026,0.025,0.006
2017,9,강서구,22,41,0.4,0.026,0.03,0.006
2017,10,강서구,18,36,0.4,0.017,0.031,0.006
2017,11,강서구,23,40,0.7,0.012,0.038,0.005
2017,12,강서구,20,35,0.7,0.013,0.035,0.005
2018,1,강서구,34,52,0.6,0.015,0.037,0.004
2018,2,강서구,30,52,0.6,0.02,0.035,0.004
2018,3,강서구,34,52,0.5,0.027,0.036,0.004
2018,4,강서구,24,48,0.5,0.033,0.034,0.004
2018,5,강서구,21,39,0.4,0.037,0.028,0.003
2018,6,강서구,22,34,0.4,0.037,0.026,0.004
2018,7,강서구,16,23,0.3,0.022,0.02,0.004
2018,8,강서구,13,20,0.3,0.031,0.019,0.003
2018,9,강서구,9,18,0.4,0.029,0.021,0.003
2018,10,강서구,14,27,0.4,0.019,0.032,0.003
2018,11,강서구,27,55,0.7,0.012,0.044,0.004
2018,12,강서구,23,48,0.7,0.013,0.037,0.006
2019,1,강서구,37,76,0.7,0.013,0.042,0.006
2019,2,강서구,35,65,0.7,0.02,0.037,0.006
2019,3,강서구,46,79,0.6,0.031,0.036,0.005
2019,4,강서구,19,42,0.5,0.032,0.032,0.005
2019,5,강서구,27,53,0.5,0.048,0.03,0.006
2019,6,강서구,18,27,0.4,0.043,0.021,0.005
2019,7,강서구,21,28,0.4,0.033,0.018,0.004
2019,8,강서구,19,27,0.4,0.035,0.018,0.004
2019,9,강서구,14,24,0.4,0.023,0.023,0.004
2019,10,강서구,18,36,0.5,0.021,0.027,0.004
2019,11,강서구,24,48,0.6,0.013,0.035,0.005
2019,12,강서구,30,52,0.6,0.012,0.036,0.005
2020,1,강서구,29,53,0.7,0.014,0.034,0.005
2020,2,강서구,27,46,0.6,0.019,0.031,0.005
2020,3,강서구,24,49,0.5,0.028,0.026,0.004
2020,4,강서구,20,45,0.4,0.035,0.019,0.004
2020,5,강서구,18,36,0.4,0.033,0.019,0.004
2020,6,강서구,21,36,0.4,0.039,0.017,0.004
2020,7,강서구,14,21,0.4,0.032,0.016,0.004
2020,8,강서구,16,23,0.3,0.02,0.014,0.003
2020,9,강서구,12,19,0.3,0.03,0.016,0.004
2020,10,강서구,18,36,0.5,0.023,0.026,0.005
2020,11,강서구,25,47,0.6,0.015,0.031,0.004
2020,12,강서구,26,45,0.4,0.015,0.033,0.005
2021,1,강서구,22,41,0.5,0.015,0.032,0.004
2021,2,강서구,32,53,0.6,0.023,0.03,0.004
2021,3,강서구,36,73,0.5,0.03,0.034,0.004
2021,4,강서구,19,42,0.4,0.04,0.024,0.003
2021,5,강서구,22,64,0.3,0.038,0.023,0.003
2021,6,강서구,23,33,0.4,0.042,0.028,0.003
2021,7,강서구,17,24,0.3,0.037,0.016,0.003
2021,8,강서구,14,21,0.4,0.034,0.015,0.003
2021,9,강서구,8,14,0.4,0.031,0.015,0.003
2021,10,강서구,14,29,0.5,0.021,0.024,0.004
2021,11,강서구,26,50,0.7,0.018,0.034,0.005
2021,12,강서구,21,44,0.7,0.014,0.033,0.004
2016,1,송파구,24,48,0.6,0.016,0.034,0.006
2016,2,송파구,22,45,0.6,0.021,0.033,0.006
2016,3,송파구,27,61,0.5,0.027,0.038,0.006
2016,4,송파구,27,69,0.5,0.034,0.035,0.005
2016,5,송파구,28,55,0.5,0.039,0.034,0.005
2016,6,송파구,28,42,0.5,0.038,0.03,0.005
2016,7,송파구,21,30,0.4,0.026,0.024,0.004
2016,8,송파구,21,30,0.5,0.028,0.027,0.004
2016,9,송파구,23,36,0.6,0.025,0.027,0.004
2016,10,송파구,19,36,0.6,0.017,0.028,0.004
2016,11,송파구,28,50,0.6,0.014,0.038,0.005
2016,12,송파구,28,45,0.7,0.01,0.036,0.005
2017,1,송파구,29,54,0.8,0.015,0.035,0.005
2017,2,송파구,28,47,0.7,0.02,0.005,0.005
2017,3,송파구,40,63,0.7,0.027,0.005,0.005
2017,4,송파구,24,62,0.6,0.036,0.029,0.005
2017,5,송파구,26,72,0.5,0.038,0.03,0.005
2017,6,송파구,20,45,0.5,0.042,0.025,0.004
2017,7,송파구,19,28,0.6,0.028,0.022,0.004
2017,8,송파구,11,20,0.5,0.023,0.02,0.004
2017,9,송파구,17,31,0.4,0.025,0.026,0.004
2017,10,송파구,13,27,0.4,0.019,0.026,0.004
2017,11,송파구,22,42,0.5,0.014,0.032,0.005
2017,12,송파구,31,50,0.6,0.012,0.032,0.005
2018,1,송파구,30,57,0.6,0.015,0.032,0.005
2018,2,송파구,30,58,0.7,0.019,0.032,0.005
2018,3,송파구,31,52,0.7,0.027,0.031,0.005
2018,4,송파구,25,58,0.5,0.031,0.027,0.005
2018,5,송파구,23,44,0.6,0.035,0.024,0.004
2018,6,송파구,24,37,0.6,0.036,0.024,0.003
2018,7,송파구,15,24,0.6,0.024,0.019,0.003
2018,8,송파구,13,22,0.6,0.03,0.016,0.003
2018,9,송파구,9,19,0.5,0.026,0.018,0.003
2018,10,송파구,14,29,0.6,0.018,0.026,0.003
2018,11,송파구,30,65,0.7,0.008,0.044,0.004
2018,12,송파구,27,49,0.7,0.009,0.042,0.004
2019,1,송파구,37,69,0.8,0.009,0.047,0.005
2019,2,송파구,32,56,0.7,0.014,0.041,0.004
2019,3,송파구,41,67,0.6,0.026,0.039,0.004
2019,4,송파구,24,43,0.5,0.026,0.034,0.003
2019,5,송파구,31,54,0.5,0.041,0.034,0.004
2019,6,송파구,20,31,0.4,0.039,0.026,0.003
2019,7,송파구,16,23,0.3,0.032,0.021,0.003
2019,8,송파구,13,21,0.4,0.029,0.024,0.003
2019,9,송파구,11,19,0.4,0.021,0.026,0.002
2019,10,송파구,15,29,0.5,0.02,0.028,0.003
2019,11,송파구,17,36,0.7,0.01,0.04,0.003
2019,12,송파구,22,36,0.7,0.008,0.038,0.004
2020,1,송파구,28,41,0.7,0.011,0.038,0.004
2020,2,송파구,28,40,0.7,0.015,0.036,0.003
2020,3,송파구,24,43,0.6,0.024,0.034,0.003
2020,4,송파구,20,43,0.4,0.035,0.024,0.003
2020,5,송파구,17,33,0.4,0.036,0.023,0.003
2020,6,송파구,22,38,0.4,0.048,0.022,0.003
2020,7,송파구,14,21,0.4,0.03,0.018,0.002
2020,8,송파구,15,24,0.3,0.017,0.015,0.003
2020,9,송파구,11,20,0.4,0.027,0.019,0.003
2020,10,송파구,18,33,0.5,0.02,0.03,0.003
2020,11,송파구,24,39,0.6,0.014,0.035,0.004
2020,12,송파구,26,38,0.6,0.014,0.035,0.004
2021,1,송파구,19,33,0.6,0.015,0.035,0.004
2021,2,송파구,26,44,0.6,0.023,0.034,0.004
2021,3,송파구,29,63,0.6,0.027,0.036,0.004
2021,4,송파구,18,41,0.4,0.04,0.027,0.003
2021,5,송파구,20,60,0.4,0.036,0.022,0.003
2021,6,송파구,20,33,0.4,0.042,0.022,0.003
2021,7,송파구,15,25,0.4,0.039,0.018,0.003
2021,8,송파구,13,23,0.4,0.034,0.017,0.002
2021,9,송파구,7,16,0.4,0.031,0.017,0.002
2021,10,송파구,14,29,0.5,0.022,0.027,0.003
2021,11,송파구,25,44,0.6,0.016,0.035,0.003
2021,12,송파구,22,38,0.6,0.012,0.034,0.004
2016,1,양천구,33,54,0.7,0.013,0.036,0.005
2016,2,양천구,27,48,0.6,0.018,0.036,0.005
2016,3,양천구,34,65,0.6,0.026,0.039,0.006
2016,4,양천구,27,66,0.6,0.033,0.038,0.005
2016,5,양천구,25,51,0.5,0.046,0.032,0.005
2016,6,양천구,24,47,0.5,0.045,0.027,0.004
2016,7,양천구,19,33,0.4,0.032,0.023,0.004
2016,8,양천구,20,33,0.4,0.036,0.024,0.004
2016,9,양천구,20,34,0.5,0.032,0.028,0.004
2016,10,양천구,20,39,0.5,0.015,0.034,0.004
2016,11,양천구,27,49,0.7,0.012,0.04,0.004
2016,12,양천구,27,47,0.8,0.007,0.036,0.005
2017,1,양천구,30,52,0.7,0.01,0.036,0.005
2017,2,양천구,32,44,0.7,0.013,0.006,0.006
2017,3,양천구,44,59,0.6,0.019,0.006,0.006
2017,4,양천구,31,50,0.5,0.026,0.031,0.006
2017,5,양천구,29,53,0.4,0.03,0.029,0.006
2017,6,양천구,28,41,0.4,0.038,0.023,0.005
2017,7,양천구,28,34,0.4,0.029,0.022,0.004
2017,8,양천구,16,21,0.4,0.024,0.024,0.003
2017,9,양천구,23,32,0.5,0.027,0.029,0.004
2017,10,양천구,20,36,0.4,0.021,0.03,0.003
2017,11,양천구,29,51,0.6,0.014,0.035,0.004
2017,12,양천구,31,50,0.7,0.008,0.036,0.004
2018,1,양천구,33,47,0.7,0.011,0.036,0.005
2018,2,양천구,32,49,0.6,0.015,0.035,0.005
2018,3,양천구,36,49,0.6,0.024,0.038,0.004
2018,4,양천구,25,44,0.5,0.029,0.036,0.004
2018,5,양천구,23,38,0.4,0.035,0.031,0.004
2018,6,양천구,24,34,0.4,0.034,0.028,0.004
2018,7,양천구,16,25,0.3,0.021,0.022,0.004
2018,8,양천구,13,23,0.3,0.028,0.019,0.003
2018,9,양천구,9,19,0.4,0.026,0.024,0.002
2018,10,양천구,13,26,0.5,0.019,0.039,0.002
2018,11,양천구,27,50,0.7,0.01,0.048,0.003
2018,12,양천구,24,45,0.7,0.01,0.04,0.003
2019,1,양천구,40,73,0.8,0.011,0.046,0.004
2019,2,양천구,37,64,0.7,0.017,0.041,0.004
2019,3,양천구,47,80,0.6,0.027,0.038,0.004
2019,4,양천구,20,44,0.5,0.027,0.034,0.004
2019,5,양천구,27,56,0.5,0.037,0.029,0.005
2019,6,양천구,18,30,0.4,0.034,0.022,0.004
2019,7,양천구,20,32,0.4,0.026,0.019,0.004
2019,8,양천구,19,31,0.4,0.03,0.019,0.004
2019,9,양천구,13,27,0.4,0.025,0.026,0.004
2019,10,양천구,18,39,0.5,0.024,0.029,0.005
2019,11,양천구,23,49,0.6,0.015,0.039,0.006
2019,12,양천구,32,49,0.7,0.01,0.038,0.005
2020,1,양천구,33,50,0.7,0.013,0.038,0.005
2020,2,양천구,30,46,0.6,0.018,0.036,0.005
2020,3,양천구,27,49,0.5,0.026,0.03,0.004
2020,4,양천구,21,45,0.4,0.035,0.022,0.004
2020,5,양천구,17,36,0.4,0.033,0.02,0.003
2020,6,양천구,20,38,0.4,0.041,0.019,0.003
2020,7,양천구,15,22,0.4,0.03,0.017,0.003
2020,8,양천구,17,25,0.3,0.018,0.014,0.003
2020,9,양천구,12,22,0.4,0.029,0.017,0.003
2020,10,양천구,18,35,0.5,0.022,0.028,0.003
2020,11,양천구,27,48,0.6,0.014,0.035,0.004
2020,12,양천구,28,47,0.6,0.013,0.036,0.004
2021,1,양천구,23,41,0.6,0.013,0.035,0.004
2021,2,양천구,32,53,0.6,0.02,0.033,0.004
2021,3,양천구,35,73,0.6,0.024,0.035,0.003
2021,4,양천구,18,44,0.4,0.036,0.024,0.003
2021,5,양천구,19,61,0.4,0.035,0.02,0.003
2021,6,양천구,20,34,0.4,0.039,0.019,0.003
2021,7,양천구,16,26,0.4,0.04,0.016,0.003
2021,8,양천구,13,23,0.4,0.034,0.016,0.003
2021,9,양천구,8,16,0.4,0.032,0.016,0.004
2021,10,양천구,16,30,0.5,0.022,0.026,0.004
2021,11,양천구,29,47,0.6,0.017,0.034,0.003
2021,12,양천구,26,41,0.6,0.012,0.033,0.003
2016,1,노원구,25,47,0.7,0.014,0.034,0.007
2016,2,노원구,25,40,0.7,0.02,0.033,0.007
2016,3,노원구,33,55,0.6,0.026,0.036,0.007
2016,4,노원구,30,56,0.6,0.034,0.032,0.006
2016,5,노원구,26,44,0.5,0.041,0.026,0.006
2016,6,노원구,28,37,0.4,0.038,0.023,0.006
2016,7,노원구,22,29,0.4,0.027,0.02,0.006
2016,8,노원구,19,25,0.4,0.031,0.017,0.006
2016,9,노원구,21,29,0.4,0.028,0.023,0.006
2016,10,노원구,19,34,0.4,0.021,0.021,0.005
2016,11,노원구,28,46,0.6,0.016,0.032,0.004
2016,12,노원구,30,45,0.7,0.012,0.034,0.006
2017,1,노원구,34,51,0.8,0.016,0.038,0.005
2017,2,노원구,28,42,0.7,0.021,0.004,0.004
2017,3,노원구,37,53,0.7,0.029,0.005,0.005
2017,4,노원구,26,50,0.5,0.038,0.032,0.004
2017,5,노원구,25,57,0.5,0.043,0.03,0.004
2017,6,노원구,23,38,0.4,0.048,0.023,0.003
2017,7,노원구,22,35,0.4,0.033,0.024,0.003
2017,8,노원구,12,23,0.4,0.028,0.019,0.003
2017,9,노원구,19,30,0.5,0.03,0.028,0.002
2017,10,노원구,18,33,0.5,0.022,0.026,0.003
2017,11,노원구,25,45,0.6,0.015,0.033,0.005
2017,12,노원구,33,52,0.7,0.012,0.036,0.006
2018,1,노원구,32,52,0.7,0.016,0.034,0.006
2018,2,노원구,30,54,0.7,0.022,0.032,0.007
2018,3,노원구,32,52,0.6,0.029,0.032,0.006
2018,4,노원구,23,50,0.5,0.032,0.029,0.005
2018,5,노원구,18,39,0.4,0.032,0.023,0.005
2018,6,노원구,20,33,0.4,0.033,0.02,0.005
2018,7,노원구,17,26,0.3,0.022,0.015,0.005
2018,8,노원구,12,23,0.3,0.028,0.013,0.005
2018,9,노원구,9,21,0.4,0.024,0.016,0.004
2018,10,노원구,14,28,0.5,0.021,0.026,0.004
2018,11,노원구,27,49,0.7,0.011,0.037,0.006
2018,12,노원구,26,45,0.7,0.011,0.036,0.006
2019,1,노원구,42,68,0.8,0.011,0.04,0.007
2019,2,노원구,38,58,0.7,0.017,0.034,0.006
2019,3,노원구,45,67,0.6,0.025,0.034,0.005
2019,4,노원구,20,37,0.5,0.026,0.028,0.004
2019,5,노원구,27,48,0.5,0.038,0.027,0.005
2019,6,노원구,18,26,0.4,0.034,0.019,0.004
2019,7,노원구,20,27,0.4,0.028,0.016,0.003
2019,8,노원구,18,26,0.4,0.027,0.015,0.004
2019,9,노원구,13,21,0.4,0.021,0.016,0.004
2019,10,노원구,17,28,0.4,0.018,0.014,0.004
2019,11,노원구,22,35,0.6,0.012,0.027,0.005
2019,12,노원구,32,38,0.7,0.011,0.035,0.005
2020,1,노원구,32,38,0.7,0.013,0.033,0.005
2020,2,노원구,31,36,0.6,0.017,0.03,0.004
2020,3,노원구,26,43,0.5,0.024,0.025,0.004
2020,4,노원구,22,46,0.4,0.036,0.02,0.003
2020,5,노원구,17,33,0.4,0.039,0.018,0.002
2020,6,노원구,19,35,0.4,0.049,0.016,0.003
2020,7,노원구,13,20,0.4,0.034,0.013,0.002
2020,8,노원구,14,21,0.3,0.022,0.014,0.002
2020,9,노원구,11,19,0.4,0.03,0.014,0.003
2020,10,노원구,17,33,0.5,0.024,0.025,0.003
2020,11,노원구,26,41,0.6,0.016,0.029,0.003
2020,12,노원구,31,45,0.6,0.017,0.031,0.004
2021,1,노원구,25,41,0.7,0.016,0.03,0.004
2021,2,노원구,31,49,0.7,0.023,0.031,0.004
2021,3,노원구,30,62,0.6,0.027,0.029,0.003
2021,4,노원구,19,39,0.4,0.037,0.021,0.003
2021,5,노원구,19,57,0.4,0.035,0.018,0.002
2021,6,노원구,19,30,0.4,0.041,0.016,0.003
2021,7,노원구,16,23,0.3,0.036,0.014,0.002
2021,8,노원구,15,21,0.4,0.033,0.013,0.002
2021,9,노원구,8,15,0.4,0.032,0.013,0.002
2021,10,노원구,15,27,0.5,0.022,0.022,0.003
2021,11,노원구,29,46,0.6,0.018,0.03,0.003
2021,12,노원구,26,41,0.6,0.014,0.029,0.003
