요양개시년월,주소(시도),주소(시군구),연령군,진료에피소드 건수,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
201003,서울특별시,강동구,1,1707,27,63,0.2,0.026,0.03,0.006
201003,서울특별시,강동구,2,1727,27,63,0.2,0.026,0.03,0.006
201003,서울특별시,강동구,3,5190,27,63,0.2,0.026,0.03,0.006
201003,서울특별시,강동구,4,2260,27,63,0.2,0.026,0.03,0.006
201003,서울특별시,강동구,5,1191,27,63,0.2,0.026,0.03,0.006
201003,서울특별시,강북구,0,2004,27,51,0.4,0.028,0.033,0.006
201003,서울특별시,강북구,1,2545,27,51,0.4,0.028,0.033,0.006
201003,서울특별시,강북구,2,3710,27,51,0.4,0.028,0.033,0.006
201003,서울특별시,강북구,3,8249,27,51,0.4,0.028,0.033,0.006
201003,서울특별시,강북구,4,4115,27,51,0.4,0.028,0.033,0.006
201003,서울특별시,강북구,5,1240,27,51,0.4,0.028,0.033,0.006
201003,서울특별시,강서구,0,1249,30,64,0.7,0.024,0.036,0.005
201003,서울특별시,강서구,1,1607,30,64,0.7,0.024,0.036,0.005
201003,서울특별시,강서구,2,2015,30,64,0.7,0.024,0.036,0.005
201003,서울특별시,강서구,3,4815,30,64,0.7,0.024,0.036,0.005
201003,서울특별시,강서구,4,2324,30,64,0.7,0.024,0.036,0.005
201003,서울특별시,강서구,5,923,30,64,0.7,0.024,0.036,0.005
201003,서울특별시,관악구,0,1325,35,68,0.6,0.021,0.033,0.004
201003,서울특별시,관악구,1,2367,35,68,0.6,0.021,0.033,0.004
201003,서울특별시,관악구,2,2773,35,68,0.6,0.021,0.033,0.004
201003,서울특별시,관악구,3,4819,35,68,0.6,0.021,0.033,0.004
201003,서울특별시,관악구,4,2692,35,68,0.6,0.021,0.033,0.004
201003,서울특별시,관악구,5,1147,35,68,0.6,0.021,0.033,0.004
201003,서울특별시,광진구,0,1895,25,60,0.5,0.028,0.027,0.004
201003,서울특별시,광진구,1,2083,25,60,0.5,0.028,0.027,0.004
201003,서울특별시,광진구,2,2185,25,60,0.5,0.028,0.027,0.004
201003,서울특별시,광진구,3,5694,25,60,0.5,0.028,0.027,0.004
201003,서울특별시,광진구,4,2975,25,60,0.5,0.028,0.027,0.004
201003,서울특별시,광진구,5,1244,25,60,0.5,0.028,0.027,0.004
201003,서울특별시,구로구,0,1238,29,66,0.6,0.024,0.035,0.004
201003,서울특별시,구로구,1,1465,29,66,0.6,0.024,0.035,0.004
201003,서울특별시,구로구,2,1875,29,66,0.6,0.024,0.035,0.004
201003,서울특별시,구로구,3,4624,29,66,0.6,0.024,0.035,0.004
201003,서울특별시,구로구,4,2476,29,66,0.6,0.024,0.035,0.004
201003,서울특별시,구로구,5,1177,29,66,0.6,0.024,0.035,0.004
201003,서울특별시,금천구,0,2189,32,53,0.5,0.026,0.025,0.006
201003,서울특별시,금천구,1,2743,32,53,0.5,0.026,0.025,0.006
201003,서울특별시,금천구,2,3449,32,53,0.5,0.026,0.025,0.006
201003,서울특별시,금천구,3,6310,32,53,0.5,0.026,0.025,0.006
201003,서울특별시,금천구,4,3593,32,53,0.5,0.026,0.025,0.006
201003,서울특별시,금천구,5,1357,32,53,0.5,0.026,0.025,0.006
201003,서울특별시,노원구,0,1998,27,50,0.4,0.029,0.027,0.006
201003,서울특별시,노원구,1,2401,27,50,0.4,0.029,0.027,0.006
201003,서울특별시,노원구,2,3057,27,50,0.4,0.029,0.027,0.006
201003,서울특별시,노원구,3,6647,27,50,0.4,0.029,0.027,0.006
201003,서울특별시,노원구,4,3650,27,50,0.4,0.029,0.027,0.006
201003,서울특별시,노원구,5,1197,27,50,0.4,0.029,0.027,0.006
201003,서울특별시,도봉구,0,3299,31,57,0.5,0.027,0.024,0.004
201003,서울특별시,도봉구,1,4054,31,57,0.5,0.027,0.024,0.004
201003,서울특별시,도봉구,2,4319,31,57,0.5,0.027,0.024,0.004
201003,서울특별시,도봉구,3,9995,31,57,0.5,0.027,0.024,0.004
